Número de experimentos, Número de universidades, Número de factores a evaluar, Aciertos en el primero(%), Desviación Típica Aciertos con el primero, Aciertos(%), Desviación Típica Aciertos, Falsos positivos(%), Desviación Típica Falsos positivos, Falsos negativos(%), Desviación Típica Falsos negativos,Mayor desplazamiento promedio,Desviación Típica Mayor desplazamiento promedio,Máximo desplazamiento,Máximo desplazamiento porcentual
1,39,10,100,0,100,60.8486984459,0,0,0,0,43.5897435897,26.5237916303,43.5897435897,(111.76857330703486%)
1,40,10,100,0,92.5,57.0395832953,5,3.0832207187,2.5,1.5416103593,30,18.499324312,30,(75.0%)
1,41,10,100,0,95.1219512195,59.4222118405,2.4390243902,1.5236464574,2.4390243902,1.5236464574,31.7073170732,19.8074039468,31.7073170732,(77.33491969066031%)
1,42,10,100,0,73.8095238095,46.69513281,14.2857142857,9.0377676406,11.9047619048,7.5314730339,50,31.6321867422,50,(119.04761904761905%)
1,43,10,100,0,100,64.0493995397,0,0,0,0,30.2325581395,19.3637719539,30.2325581395,(70.30827474310438%)
1,44,10,100,0,93.1818181818,60.4050568739,4.5454545455,2.9465881402,2.2727272727,1.4732940701,59.0909090909,38.3056458225,59.0909090909,(134.29752066115702%)
1,45,10,100,0,100,65.59132734,0,0,0,0,48.8888888889,32.066871144,48.8888888889,(108.64197530864197%)
1,46,10,100,0,86.9565217391,57.6946784954,10.8695652174,7.2118348119,2.1739130435,1.4423669624,32.6086956522,21.6355044358,32.6086956522,(70.88846880907373%)
1,47,10,100,0,100,67.097896089,0,0,0,0,55.3191489362,37.1179850705,55.3191489362,(117.70031688546854%)
1,48,10,100,0,64.5833333333,43.8124657401,31.25,21.1995801968,4.1666666667,2.8266106929,41.6666666667,28.2661069291,41.6666666667,(86.80555555555556%)
1,49,10,100,7.7715611723761E-015,95.9183673469,65.7725947522,2.0408163265,1.3994169096,2.0408163265,1.3994169096,40.8163265306,27.9883381924,40.8163265306,(83.29862557267805%)
1,50,10,100,0,100,69.2964645563,0,0,0,0,48,33.262302987,48,(96.0%)
1,51,10,100,0,96.0784313725,67.2683569778,1.9607843137,1.3728236118,1.9607843137,1.3728236118,62.7450980392,43.9303555773,62.7450980392,(123.02960399846212%)
1,52,10,100,0,100,70.7242750187,0,0,0,0,36.5384615385,25.8415620261,36.5384615385,(70.26627218934911%)
1,53,10,100,0,75.4716981132,53.907542078,16.9811320755,12.1291969675,7.5471698113,5.3907542078,37.7358490566,26.953771039,37.7358490566,(71.1997152011392%)
1,54,10,100,0,90.7407407407,65.445729033,3.7037037037,2.6712542462,5.5555555556,4.0068813694,51.8518518519,37.3975594474,51.8518518519,(96.0219478737997%)
1,55,10,100,0,100,72.813585146,0,0,0,0,43.6363636364,31.773200791,43.6363636364,(79.3388429752066%)
1,56,10,100,0,62.5,45.9355259537,35.7142857143,26.2488719735,1.7857142857,1.3124435987,35.7142857143,26.2488719735,35.7142857143,(63.775510204081634%)
1,57,10,100,0,85.9649122807,63.7634524173,10.5263157895,7.8077696838,3.5087719298,2.6025898946,43.8596491228,32.5323736823,43.8596491228,(76.94675284702984%)
1,58,10,100,0,60.3448275862,45.1648850957,29.3103448276,21.9372299036,10.3448275862,7.7425517307,37.9310344828,28.3893563459,37.9310344828,(65.39833531510106%)
1,59,10,100,0,100,75.5095683689,0,0,0,0,44.0677966102,33.27540301,44.0677966102,(74.69118069520252%)
1,60,10,100,0,100,76.1686724754,0,0,0,0,36.6666666667,27.928513241,36.6666666667,(61.11111111111111%)
1,61,10,100,0,100,76.8221279597,0,0,0,0,37.7049180328,28.9657203783,37.7049180328,(61.811341037355554%)
1,62,10,100,0,100,77.4700774701,0,0,0,0,45.1612903226,34.9864865994,45.1612903226,(72.84079084287201%)
1,63,10,100,0,87.3015873016,68.1935901038,11.1111111111,8.679184195,1.5873015873,1.2398834564,38.0952380952,29.7572029544,38.0952380952,(60.46863189720333%)
1,64,10,100,0,100,78.75,0,0,0,0,56.25,44.296875,56.25,(87.890625%)
1,65,10,100,0,78.4615384615,62.2845190306,15.3846153846,12.2126507903,6.1538461538,4.8850603161,36.9230769231,29.3103618968,36.9230769231,(56.80473372781066%)
1,66,10,100,0,96.9696969697,77.5849397688,1.5151515152,1.2122646839,1.5151515152,1.2122646839,45.4545454545,36.3679405166,45.4545454545,(68.87052341597796%)
1,67,10,100,0,89.552238806,72.2076118882,7.4626865672,6.0173009907,2.9850746269,2.4069203963,46.2686567164,37.3072661422,46.2686567164,(69.05769659166852%)
1,68,10,100,0,91.1764705882,74.0803666471,7.3529411765,5.9742231167,1.4705882353,1.1948446233,67.6470588235,54.9628526737,67.6470588235,(99.4809688581315%)
1,69,10,100,0,100,81.8623800983,0,0,0,0,39.1304347826,32.0331052559,39.1304347826,(56.71077504725898%)
1,70,10,100,0,84.2857142857,69.51108098,11.4285714286,9.4252313193,4.2857142857,3.5344617447,31.4285714286,25.9193861281,31.4285714286,(44.897959183673464%)
1,71,10,100,0,94.3661971831,78.3944503793,1.4084507042,1.1700664236,4.2253521127,3.5101992707,33.8028169014,28.0815941657,33.8028169014,(47.60960126958937%)
1,72,10,100,0,80.5555555556,67.4042991881,13.8888888889,11.6214308945,5.5555555556,4.6485723578,38.8888888889,32.5400065046,38.8888888889,(54.01234567901235%)
1,73,10,100,0,78.0821917808,65.7995709716,16.4383561644,13.8525412572,5.4794520548,4.6175137524,42.4657534247,35.7857315811,42.4657534247,(58.17226496528429%)
1,74,10,100,0,74.3243243243,63.0721985887,20.2702702703,17.201508706,5.4054054054,4.5870689883,45.9459459459,38.9900864003,45.9459459459,(62.0891161431702%)
1,75,10,100,0,60,51.268703904,37.3333333333,31.9005268736,2.6666666667,2.2786090624,40,34.179135936,40,(53.333333333333336%)
1,76,10,100,0,100,86.0309002015,0,0,0,0,39.4736842105,33.959565869,39.4736842105,(51.93905817174515%)
1,77,10,100,0,97.4025974026,84.3604267299,1.2987012987,1.1248056897,1.2987012987,1.1248056897,50.6493506494,43.8674218995,50.6493506494,(65.77837746668915%)
1,78,10,100,0,64.1025641026,55.8880330956,29.4871794872,25.708495224,6.4102564103,5.5888033096,37.1794871795,32.4150591954,37.1794871795,(47.66600920447075%)
1,79,10,100,0,65.8227848101,57.7640066602,29.1139240506,25.5494644843,5.0632911392,4.4433851277,51.8987341772,45.544697559,51.8987341772,(65.69460022432303%)
1,80,10,100,0,100,88.3246851112,0,0,0,0,46.25,40.8501668639,46.25,(57.8125%)
1,81,10,100,0,69.1358024691,61.4540466392,28.3950617284,25.2400548697,2.4691358025,2.19478738,30.8641975309,27.4348422497,30.8641975309,(38.10394756896814%)
1,82,10,100,0,81.7073170732,73.0868160986,13.4146341463,11.9993280162,4.8780487805,4.3633920059,46.3414634146,41.4522240559,46.3414634146,(56.51397977394408%)
1,83,10,100,0,60.2409638554,54.220899513,32.5301204819,29.279285737,7.2289156627,6.5065079416,25.3012048193,22.7727777955,25.3012048193,(30.483379300333866%)
1,84,10,100,0,100,90.5604244479,0,0,0,0,42.8571428571,38.8116104777,42.8571428571,(51.0204081632653%)
1,85,10,100,0,100,91.1107922838,0,0,0,0,42.3529411765,38.5881002614,42.3529411765,(49.82698961937716%)
1,86,10,100,0,82.5581395349,75.6710216608,11.6279069767,10.6578903748,5.8139534884,5.3289451874,39.5348837209,36.2368272742,39.5348837209,(45.970795024337484%)
1,87,10,100,0,95.4022988506,87.962520387,2.2988505747,2.1195788045,2.2988505747,2.1195788045,49.4252873563,45.5709442969,49.4252873563,(56.81067512220901%)
1,88,10,100,0,62.5,57.9639447592,29.5454545455,27.4011375225,7.9545454545,7.377229333,45.4545454545,42.1555961885,45.4545454545,(51.652892561983464%)
1,89,10,100,0,91.0112359551,84.8951111088,5.6179775281,5.2404389573,3.3707865169,3.1442633744,57.3033707865,53.4524773648,57.3033707865,(64.38580987249084%)
1,90,10,100,0,78.8888888889,74.0090093874,15.5555555556,14.5933257947,5.5555555556,5.2119020695,36.6666666667,34.3985536589,36.6666666667,(40.74074074074074%)
1,91,10,100,0,95.6043956044,90.1985744124,2.1978021978,2.0735304463,2.1978021978,2.0735304463,42.8571428571,40.4338437021,42.8571428571,(47.09576138147566%)
1,92,10,100,0,15.2173913043,14.4373567124,80.4347826087,76.3117426228,4.347826087,4.1249590607,44.5652173913,42.2808303721,44.5652173913,(48.44045368620037%)
1,93,10,100,0,95.6989247312,91.2963492092,3.2258064516,3.0774050295,1.0752688172,1.0258016765,47.311827957,45.1352737663,47.311827957,(50.87293328708521%)
1,94,10,100,0,87.2340425532,83.6767917444,10.6382978723,10.2044867981,2.1276595745,2.0408973596,41.4893617021,39.7974985126,41.4893617021,(44.137618832050705%)
1,95,10,100,0,62.1052631579,59.8955362175,31.5789473684,30.4553573987,6.3157894737,6.0910714797,41.0526315789,39.5919646184,41.0526315789,(43.21329639889196%)
1,96,10,100,0,83.3333333333,80.799140821,14.5833333333,14.1398496437,2.0833333333,2.0199785205,47.9166666667,46.4595059721,47.9166666667,(49.91319444444445%)
1,97,10,100,0,74.2268041237,72.3512648804,22.6804123711,22.1073309357,3.0927835052,3.0146360367,42.2680412371,41.2000258347,42.2680412371,(43.57530024444681%)
1,98,10,100,1.09906472107864E-014,92.8571428571,90.9858827629,6.1224489796,5.9990691932,1.0204081633,0.9998448655,62.2448979592,60.9905367971,62.2448979592,(63.51520199916701%)
1,99,10,100,0,85.8585858586,84.5653030415,8.0808080808,7.9590873451,6.0606060606,5.9693155088,32.3232323232,31.8363493803,32.3232323232,(32.64972961942659%)
1,100,10,100,0,58,57.42,37,36.63,5,4.95,52,51.48,52,(52.0%)
1,2,11,100,0,100,7.0710678119,0,0,0,0,0,0,0,(0.0%)
1,3,11,100,0,100,11.5470053838,0,0,0,0,0,0,0,(0.0%)
1,4,11,100,0,100,15,0,0,0,0,0,0,0,(0.0%)
1,5,11,100,0,100,17.88854382,0,0,0,0,0,0,0,(0.0%)
1,6,11,100,0,100,20.4124145232,0,0,0,0,16.6666666667,3.4020690872,16.6666666667,(277.77777777777777%)
1,7,11,100,0,100,22.6778683806,0,0,0,0,28.5714285714,6.4793909659,28.5714285714,(408.1632653061224%)
1,8,11,100,0,100,24.7487373415,0,0,0,0,25,6.1871843354,25,(312.5%)
1,9,11,100,0,100,26.6666666667,0,0,0,0,22.2222222222,5.9259259259,22.2222222222,(246.91358024691357%)
1,10,11,100,0,100,28.4604989415,0,0,0,0,40,11.3841995766,40,(400.0%)
1,11,11,100,0,100,30.1511344578,0,0,0,0,36.3636363636,10.9640488937,36.3636363636,(330.57851239669424%)
1,12,11,100,0,100,31.7542648054,0,0,0,0,25,7.9385662014,25,(208.33333333333334%)
1,13,11,100,0,100,33.2820117735,0,0,0,0,23.0769230769,7.6804642554,23.0769230769,(177.5147928994083%)
1,14,11,100,0,100,34.7439614486,0,0,0,0,35.7142857143,12.4085576602,35.7142857143,(255.10204081632654%)
1,15,11,100,0,100,36.1478445646,0,0,0,0,60,21.6887067388,60,(400.0%)
1,16,11,100,0,100,37.5,0,0,0,0,31.25,11.71875,31.25,(195.3125%)
1,17,11,100,0,100,38.8057000058,0,0,0,0,35.2941176471,13.6961294138,35.2941176471,(207.61245674740485%)
1,18,11,100,0,100,40.0693842672,0,0,0,0,38.8888888889,15.5825383261,38.8888888889,(216.0493827160494%)
1,19,11,100,0,100,41.2948320967,0,0,0,0,31.5789473684,13.0404732937,31.5789473684,(166.20498614958447%)
1,20,11,100,0,100,42.4852915725,0,0,0,0,45,19.1183812076,45,(225.0%)
1,21,11,100,0,100,43.6435780472,0,0,0,0,38.0952380952,16.6261249704,38.0952380952,(181.40589569160997%)
1,22,11,100,0,100,44.7721504347,0,0,0,0,18.1818181818,8.1403909881,18.1818181818,(82.64462809917356%)
1,23,11,100,0,100,45.8731710926,0,0,0,0,52.1739130435,23.9338283961,52.1739130435,(226.8431001890359%)
1,24,11,100,0,100,46.9485534033,0,0,0,0,54.1666666667,25.4304664268,54.1666666667,(225.69444444444443%)
1,25,11,100,0,100,48,0,0,0,0,32,15.36,32,(128.0%)
1,26,11,100,0,100,49.0290337845,0,0,0,0,23.0769230769,11.3143924118,23.0769230769,(88.75739644970415%)
1,27,11,100,0,100,50.0370233298,0,0,0,0,33.3333333333,16.6790077766,33.3333333333,(123.45679012345678%)
1,28,11,100,0,100,51.0252038562,0,0,0,0,28.5714285714,14.5786296732,28.5714285714,(102.0408163265306%)
1,29,11,100,0,100,51.9946946896,0,0,0,0,62.0689655172,32.2725691177,62.0689655172,(214.0309155766944%)
1,30,11,100,0,100,52.9465138922,0,0,0,0,33.3333333333,17.6488379641,33.3333333333,(111.1111111111111%)
1,31,11,100,0,100,53.881590608,0,0,0,0,38.7096774194,20.8573899128,38.7096774194,(124.86992715920915%)
1,32,11,100,0,100,54.800775542,0,0,0,0,31.25,17.1252423569,31.25,(97.65625%)
1,33,11,100,0,100,55.7048499058,0,0,0,0,27.2727272727,15.1922317925,27.2727272727,(82.64462809917354%)
1,34,11,100,0,100,56.594533097,0,0,0,0,61.7647058824,34.9554469129,61.7647058824,(181.66089965397924%)
1,35,11,100,0,100,57.4704893215,0,0,0,0,37.1428571429,21.346181748,37.1428571429,(106.12244897959185%)
1,36,11,100,0,83.3333333333,48.6111111111,13.8888888889,8.1018518519,2.7777777778,1.6203703704,61.1111111111,35.6481481481,61.1111111111,(169.7530864197531%)
1,37,11,100,0,100,59.1836354299,0,0,0,0,43.2432432432,25.5929234292,43.2432432432,(116.87363038714389%)
1,38,11,100,0,86.8421052632,52.1243040002,10.5263157895,6.3180974546,2.6315789474,1.5795243636,31.5789473684,18.9542923637,31.5789473684,(83.10249307479224%)
1,39,11,100,0,100,60.8486984459,0,0,0,0,46.1538461538,28.0840146674,46.1538461538,(118.34319526627219%)
1,40,11,100,0,100,61.6644143733,0,0,0,0,32.5,20.0409346713,32.5,(81.25%)
1,41,11,100,0,100,62.4695047554,0,0,0,0,39.0243902439,24.3783433192,39.0243902439,(95.18143961927424%)
1,42,11,100,0,100,63.2643734845,0,0,0,0,54.7619047619,34.6447759558,54.7619047619,(130.3854875283447%)
1,43,11,100,0,100,64.0493995397,0,0,0,0,55.8139534884,35.7485020687,55.8139534884,(129.79989183342346%)
1,44,11,100,0,68.1818181818,44.1988221029,29.5454545455,19.1528229112,2.2727272727,1.4732940701,29.5454545455,19.1528229112,29.5454545455,(67.14876033057851%)
1,45,11,100,0,100,65.59132734,0,0,0,0,37.7777777778,24.778945884,37.7777777778,(83.95061728395062%)
1,46,11,100,0,100,66.3488802697,0,0,0,0,28.2608695652,18.750770511,28.2608695652,(61.43667296786389%)
1,47,11,100,0,100,67.097896089,0,0,0,0,38.2978723404,25.6970665873,38.2978723404,(81.48483476686283%)
1,48,11,100,0,93.75,63.5987405904,2.0833333333,1.4133053465,4.1666666667,2.8266106929,39.5833333333,26.8528015826,39.5833333333,(82.46527777777777%)
1,49,11,100,7.7715611723761E-015,89.7959183673,61.5743440233,8.1632653061,5.5976676385,2.0408163265,1.3994169096,22.4489795918,15.3935860058,22.4489795918,(45.81424406497293%)
1,50,11,100,0,100,69.2964645563,0,0,0,0,40,27.7185858225,40,(80.0%)
1,51,11,100,0,72.5490196078,50.7944736363,23.5294117647,16.4738833415,3.9215686275,2.7456472236,50.9803921569,35.6934139066,50.9803921569,(99.96155324875048%)
1,52,11,100,0,100,70.7242750187,0,0,0,0,59.6153846154,42.1625485689,59.6153846154,(114.64497041420117%)
1,53,11,100,0,41.5094339623,29.6491481429,54.7169811321,39.0829680065,3.7735849057,2.6953771039,39.6226415094,28.3014595909,39.6226415094,(74.75970096119616%)
1,54,11,100,0,88.8888888889,64.1101019099,9.2592592593,6.6781356156,1.8518518519,1.3356271231,38.8888888889,28.0481695856,38.8888888889,(72.0164609053498%)
1,55,11,100,0,100,72.813585146,0,0,0,0,34.5454545455,25.1537839595,34.5454545455,(62.8099173553719%)
1,56,11,100,0,100,73.4968415259,0,0,0,0,26.7857142857,19.6866539802,26.7857142857,(47.83163265306122%)
1,57,11,100,0,85.9649122807,63.7634524173,10.5263157895,7.8077696838,3.5087719298,2.6025898946,33.3333333333,24.7246039985,33.3333333333,(58.47953216374268%)
1,58,11,100,0,79.3103448276,59.3595632687,18.9655172414,14.1946781729,1.724137931,1.2904252884,36.2068965517,27.0989310574,36.2068965517,(62.4256837098692%)
1,59,11,100,0,100,75.5095683689,0,0,0,0,44.0677966102,33.27540301,44.0677966102,(74.69118069520252%)
1,60,11,100,0,93.3333333333,71.0907609771,3.3333333333,2.5389557492,3.3333333333,2.5389557492,31.6666666667,24.1200796172,31.6666666667,(52.77777777777778%)
1,61,11,100,0,67.2131147541,51.6345450221,31.1475409836,23.9282037907,1.6393442623,1.2593791469,42.6229508197,32.7438578189,42.6229508197,(69.87368986831495%)
1,62,11,100,0,79.0322580645,61.226351549,19.3548387097,14.9942085426,1.6129032258,1.2495173786,30.6451612903,23.7408301925,30.6451612903,(49.42767950052029%)
1,63,11,100,0,93.6507936508,73.1531239295,4.7619047619,3.7196503693,1.5873015873,1.2398834564,31.746031746,24.7976691286,31.746031746,(50.39052658100277%)
1,64,11,100,0,100,78.75,0,0,0,0,18.75,14.765625,18.75,(29.296875%)
1,65,11,100,0,90.7692307692,72.0546396629,6.1538461538,4.8850603161,3.0769230769,2.4425301581,64.6153846154,51.2931333194,64.6153846154,(99.40828402366863%)
1,66,11,100,0,95.4545454545,76.3726750849,3.0303030303,2.4245293678,1.5151515152,1.2122646839,62.1212121212,49.7028520394,62.1212121212,(94.12304866850322%)
1,67,11,100,0,100,80.6318332752,0,0,0,0,44.776119403,36.1038059441,44.776119403,(66.83002895967923%)
1,68,11,100,0,97.0588235294,78.8597451405,1.4705882353,1.1948446233,1.4705882353,1.1948446233,42.6470588235,34.6504940769,42.6470588235,(62.71626297577855%)
1,69,11,100,0,95.652173913,78.303146181,2.8985507246,2.3728226115,1.4492753623,1.1864113058,63.768115942,52.202097454,63.768115942,(92.41755933627388%)
1,70,11,100,0,95.7142857143,78.9363122993,2.8571428571,2.3563078298,1.4285714286,1.1781539149,32.8571428571,27.0975400431,32.8571428571,(46.938775510204074%)
1,71,11,100,0,78.8732394366,65.52371972,19.7183098592,16.38092993,1.4084507042,1.1700664236,40.8450704225,33.9319262836,40.8450704225,(57.52826820075382%)
1,72,11,100,0,100,83.6743024404,0,0,0,0,37.5,31.3778634152,37.5,(52.083333333333336%)
1,73,11,100,0,69.8630136986,58.873300343,28.7671232877,24.2419472001,1.3698630137,1.1543784381,39.7260273973,33.4769747049,39.7260273973,(54.419215612685306%)
1,74,11,100,0,97.2972972973,82.5672417889,1.3513513514,1.1467672471,1.3513513514,1.1467672471,35.1351351351,29.8159484238,35.1351351351,(47.47991234477721%)
1,75,11,100,0,96,82.0299262465,2.6666666667,2.2786090624,1.3333333333,1.1393045312,30.6666666667,26.2040042176,30.6666666667,(40.888888888888886%)
1,76,11,100,0,100,86.0309002015,0,0,0,0,30.2631578947,26.0356671662,30.2631578947,(39.81994459833795%)
1,77,11,100,0,81.8181818182,70.8627584531,15.5844155844,13.4976682768,2.5974025974,2.2496113795,50.6493506494,43.8674218995,50.6493506494,(65.77837746668915%)
1,78,11,100,0,83.3333333333,72.6544430243,14.1025641026,12.295367281,2.5641025641,2.2355213238,34.6153846154,30.1795378716,34.6153846154,(44.37869822485207%)
1,79,11,100,0,97.4683544304,85.5351637084,1.2658227848,1.1108462819,1.2658227848,1.1108462819,48.1012658228,42.2121587132,48.1012658228,(60.88767825668963%)
1,80,11,100,0,92.5,81.7003337279,6.25,5.5202928195,1.25,1.1040585639,45,39.7461083001,45,(56.25%)
1,81,11,100,0,93.8271604938,83.401920439,4.9382716049,4.3895747599,1.2345679012,1.09739369,69.1358024691,61.4540466392,69.1358024691,(85.35284255448863%)
1,82,11,100,0,96.3414634146,86.1769921162,1.2195121951,1.0908480015,2.4390243902,2.1816960029,46.3414634146,41.4522240559,46.3414634146,(56.51397977394408%)
1,83,11,100,0,100,90.0066931915,0,0,0,0,55.421686747,49.8832275519,55.421686747,(66.77311656263609%)
1,84,11,100,0,96.4285714286,87.3261235748,2.380952381,2.1562005821,1.1904761905,1.078100291,35.7142857143,32.3430087314,35.7142857143,(42.51700680272109%)
1,85,11,100,0,82.3529411765,75.0324171749,14.1176470588,12.8627000871,3.5294117647,3.2156750218,36.4705882353,33.2286418918,36.4705882353,(42.90657439446367%)
1,86,11,100,0,53.488372093,49.0262957239,39.5348837209,36.2368272742,6.976744186,6.3947342249,46.511627907,42.631561499,46.511627907,(54.08328826392644%)
1,87,11,100,0,91.9540229885,84.7831521803,4.5977011494,4.239157609,3.4482758621,3.1793682068,52.8735632184,48.7503125037,52.8735632184,(60.77421059585151%)
1,88,11,100,0,100,92.7423116147,0,0,0,0,52.2727272727,48.4789356168,52.2727272727,(59.40082644628099%)
1,89,11,100,0,100,93.2798134406,0,0,0,0,28.0898876404,26.2021947867,28.0898876404,(31.56167150612297%)
1,90,11,100,0,18.8888888889,17.7204670364,76.6666666667,71.9242485596,4.4444444444,4.1695216556,36.6666666667,34.3985536589,36.6666666667,(40.74074074074074%)
1,91,11,100,0,47.2527472527,44.5809045947,49.4505494505,46.6544350409,3.2967032967,3.1102956694,51.6483516484,48.7279654872,51.6483516484,(56.75643038280401%)
1,92,11,100,0,92.3913043478,87.6553800398,5.4347826087,5.1561988259,2.1739130435,2.0624795303,50,47.437029198,50,(54.34782608695652%)
1,93,11,100,0,93.5483870968,89.2447458562,3.2258064516,3.0774050295,3.2258064516,3.0774050295,45.1612903226,43.0836704133,45.1612903226,(48.560527228581336%)
1,94,11,100,0,78.7234042553,75.5132023059,19.1489361702,18.3680762366,2.1276595745,2.0408973596,25.5319148936,24.4907683154,25.5319148936,(27.16161158895428%)
1,95,11,100,0,100,96.441965096,0,0,0,0,30.5263157895,29.4401788188,30.5263157895,(32.13296398891967%)
1,96,11,100,0,92.7083333333,89.8890441633,5.2083333333,5.0499463013,2.0833333333,2.0199785205,34.375,33.3296455887,34.375,(35.807291666666664%)
1,97,11,100,0,89.6907216495,87.4244450639,8.2474226804,8.0390294312,2.0618556701,2.0097573578,59.793814433,58.2829633759,59.793814433,(61.64310766287597%)
1,98,11,100,1.09906472107864E-014,91.8367346939,89.9860378974,7.1428571429,6.9989140587,1.0204081633,0.9998448655,26.5306122449,25.9959665037,26.5306122449,(27.072053311120367%)
1,99,11,100,0,88.8888888889,87.5499607959,10.101010101,9.9488591814,1.0101010101,0.9948859181,35.3535353535,34.8210071347,35.3535353535,(35.710641771247836%)
1,100,11,100,0,47,46.53,45,44.55,8,7.92,52,51.48,52,(52.0%)
1,2,12,100,0,100,7.0710678119,0,0,0,0,0,0,0,(0.0%)
1,3,12,100,0,100,11.5470053838,0,0,0,0,66.6666666667,7.6980035892,66.6666666667,(2222.222222222222%)
1,4,12,100,0,100,15,0,0,0,0,0,0,0,(0.0%)
1,5,12,100,0,100,17.88854382,0,0,0,0,20,3.577708764,20,(400.0%)
1,6,12,100,0,100,20.4124145232,0,0,0,0,16.6666666667,3.4020690872,16.6666666667,(277.77777777777777%)
1,7,12,100,0,100,22.6778683806,0,0,0,0,57.1428571429,12.9587819317,57.1428571429,(816.3265306122448%)
1,8,12,100,0,100,24.7487373415,0,0,0,0,25,6.1871843354,25,(312.5%)
1,9,12,100,0,100,26.6666666667,0,0,0,0,22.2222222222,5.9259259259,22.2222222222,(246.91358024691357%)
1,10,12,100,0,100,28.4604989415,0,0,0,0,30,8.5381496825,30,(300.0%)
1,11,12,100,0,100,30.1511344578,0,0,0,0,18.1818181818,5.4820244469,18.1818181818,(165.28925619834712%)
1,12,12,100,0,100,31.7542648054,0,0,0,0,41.6666666667,13.2309436689,41.6666666667,(347.22222222222223%)
1,13,12,100,0,100,33.2820117735,0,0,0,0,15.3846153846,5.1203095036,15.3846153846,(118.3431952662722%)
1,14,12,100,0,100,34.7439614486,0,0,0,0,28.5714285714,9.9268461282,28.5714285714,(204.0816326530612%)
1,15,12,100,0,100,36.1478445646,0,0,0,0,80,28.9182756517,80,(533.3333333333334%)
1,16,12,100,0,100,37.5,0,0,0,0,37.5,14.0625,37.5,(234.375%)
1,17,12,100,0,100,38.8057000058,0,0,0,0,35.2941176471,13.6961294138,35.2941176471,(207.61245674740485%)
1,18,12,100,0,100,40.0693842672,0,0,0,0,44.4444444444,17.8086152299,44.4444444444,(246.91358024691357%)
1,19,12,100,0,100,41.2948320967,0,0,0,0,52.6315789474,21.7341221562,52.6315789474,(277.00831024930744%)
1,20,12,100,0,100,42.4852915725,0,0,0,0,55,23.3669103649,55,(275.00000000000006%)
1,21,12,100,0,90.4761904762,39.4870468046,4.7619047619,2.0782656213,4.7619047619,2.0782656213,19.0476190476,8.3130624852,19.0476190476,(90.70294784580499%)
1,22,12,100,0,100,44.7721504347,0,0,0,0,45.4545454545,20.3509774703,45.4545454545,(206.61157024793386%)
1,23,12,100,0,100,45.8731710926,0,0,0,0,52.1739130435,23.9338283961,52.1739130435,(226.8431001890359%)
1,24,12,100,0,100,46.9485534033,0,0,0,0,41.6666666667,19.5618972514,41.6666666667,(173.61111111111111%)
1,25,12,100,0,100,48,0,0,0,0,32,15.36,32,(128.0%)
1,26,12,100,0,100,49.0290337845,0,0,0,0,50,24.5145168923,50,(192.30769230769232%)
1,27,12,100,0,100,50.0370233298,0,0,0,0,29.6296296296,14.8257846903,29.6296296296,(109.73936899862825%)
1,28,12,100,0,100,51.0252038562,0,0,0,0,39.2857142857,20.0456158007,39.2857142857,(140.30612244897958%)
1,29,12,100,0,100,51.9946946896,0,0,0,0,37.9310344828,19.7221255719,37.9310344828,(130.79667063020213%)
1,30,12,100,0,100,52.9465138922,0,0,0,0,46.6666666667,24.7083731497,46.6666666667,(155.55555555555554%)
1,31,12,100,0,93.5483870968,50.4053589559,3.2258064516,1.7381158261,3.2258064516,1.7381158261,32.2580645161,17.3811582607,32.2580645161,(104.0582726326743%)
1,32,12,100,0,100,54.800775542,0,0,0,0,43.75,23.9753392996,43.75,(136.71875%)
1,33,12,100,0,100,55.7048499058,0,0,0,0,51.5151515152,28.6964378303,51.5151515152,(156.1065197428834%)
1,34,12,100,0,100,56.594533097,0,0,0,0,35.2941176471,19.9745410931,35.2941176471,(103.80622837370242%)
1,35,12,100,0,100,57.4704893215,0,0,0,0,62.8571428571,36.1243075735,62.8571428571,(179.59183673469386%)
1,36,12,100,0,100,58.3333333333,0,0,0,0,27.7777777778,16.2037037037,27.7777777778,(77.1604938271605%)
1,37,12,100,0,100,59.1836354299,0,0,0,0,21.6216216216,12.7964617146,21.6216216216,(58.436815193571945%)
1,38,12,100,0,100,60.0219258184,0,0,0,0,65.7894736842,39.488109091,65.7894736842,(173.1301939058172%)
1,39,12,100,0,94.8717948718,57.7282523718,2.5641025641,1.5602230371,2.5641025641,1.5602230371,33.3333333333,20.282899482,33.3333333333,(85.47008547008546%)
1,40,12,100,0,100,61.6644143733,0,0,0,0,47.5,29.2905968273,47.5,(118.75%)
1,41,12,100,0,100,62.4695047554,0,0,0,0,24.3902439024,15.2364645745,24.3902439024,(59.4883997620464%)
1,42,12,100,0,100,63.2643734845,0,0,0,0,42.8571428571,27.1133029219,42.8571428571,(102.0408163265306%)
1,43,12,100,0,100,64.0493995397,0,0,0,0,23.2558139535,14.8952091953,23.2558139535,(54.08328826392644%)
1,44,12,100,0,100,64.8249390842,0,0,0,0,63.6363636364,41.2522339627,63.6363636364,(144.6280991735537%)
1,45,12,100,0,82.2222222222,53.930646924,15.5555555556,10.203095364,2.2222222222,1.457585052,15.5555555556,10.203095364,15.5555555556,(34.5679012345679%)
1,46,12,100,0,100,66.3488802697,0,0,0,0,52.1739130435,34.6168070972,52.1739130435,(113.42155009451795%)
